apk_name,active_name,contrast_type,id_or_bounds,raletive_class,raletive_xml,color_info
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,Text contrast,com.polaz.fxcashapp:id/tvCreateAccount,android.widget.TextView,"<node index=""1"" text=""Создать&gt;"" resource-id=""com.polaz.fxcashapp:id/tvCreateAccount"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[644,1535][807,1586]"" /></node></node>","['#FF0000', '#F1F1F1']"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,Text contrast,com.polaz.fxcashapp:id/btnSignin,android.widget.Button,"<node index=""5"" text=""Вход"" resource-id=""com.polaz.fxcashapp:id/btnSignin"" class=""android.widget.Button"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1417][934,1522]"" />","['#357CAB', '#D4D4D4']"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,Text contrast,com.polaz.fxcashapp:id/tvCreateAccount,android.widget.TextView,"<node index=""1"" text=""Создать&gt;"" resource-id=""com.polaz.fxcashapp:id/tvCreateAccount"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[644,1535][807,1586]"" /></node></node>","['#FF0000', '#F1F1F1']"
com.polaz.fxcash,com.polaz.fxcashapp.MenuActivity,Text contrast,com.polaz.fxcashapp:id/btnSignin,android.widget.Button,"<node index=""5"" text=""Вход"" resource-id=""com.polaz.fxcashapp:id/btnSignin"" class=""android.widget.Button"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1417][934,1522]"" />","['#357CAB', '#D4D4D4']"
com.polaz.fxcash,com.polaz.fxcashapp.MenuActivity,Text contrast,com.polaz.fxcashapp:id/tvCreateAccount,android.widget.TextView,"<node index=""1"" text=""Создать&gt;"" resource-id=""com.polaz.fxcashapp:id/tvCreateAccount"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[644,1535][807,1586]"" /></node></node>","['#FF0000', '#F1F1F1']"
com.polaz.fxcash,com.polaz.fxcashapp.AuthActivity,Text contrast,com.polaz.fxcashapp:id/btnSignin,android.widget.Button,"<node index=""5"" text=""Вход"" resource-id=""com.polaz.fxcashapp:id/btnSignin"" class=""android.widget.Button"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1417][934,1522]"" />","['#357CAB', '#D4D4D4']"
com.polaz.fxcash,com.polaz.fxcashapp.AuthActivity,Text contrast,com.polaz.fxcashapp:id/tvCreateAccount,android.widget.TextView,"<node index=""1"" text=""Создать&gt;"" resource-id=""com.polaz.fxcashapp:id/tvCreateAccount"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[644,1535][807,1586]"" /></node></node>","['#FF0000', '#F1F1F1']"
com.polaz.fxcash,com.polaz.fxcashapp.HistoryBalanceActivity,Text contrast,com.polaz.fxcashapp:id/btnSignin,android.widget.Button,"<node index=""5"" text=""Вход"" resource-id=""com.polaz.fxcashapp:id/btnSignin"" class=""android.widget.Button"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1417][934,1522]"" />","['#357CAB', '#D4D4D4']"
com.polaz.fxcash,com.polaz.fxcashapp.HistoryBalanceActivity,Text contrast,com.polaz.fxcashapp:id/tvCreateAccount,android.widget.TextView,"<node index=""1"" text=""Создать&gt;"" resource-id=""com.polaz.fxcashapp:id/tvCreateAccount"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[644,1535][807,1586]"" /></node></node>","['#FF0000', '#F1F1F1']"
com.polaz.fxcash,com.polaz.fxcashapp.OutputsActivity,Text contrast,com.polaz.fxcashapp:id/btnSignin,android.widget.Button,"<node index=""5"" text=""Вход"" resource-id=""com.polaz.fxcashapp:id/btnSignin"" class=""android.widget.Button"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1417][934,1522]"" />","['#357CAB', '#D4D4D4']"
com.polaz.fxcash,com.polaz.fxcashapp.OutputsActivity,Text contrast,com.polaz.fxcashapp:id/tvCreateAccount,android.widget.TextView,"<node index=""1"" text=""Создать&gt;"" resource-id=""com.polaz.fxcashapp:id/tvCreateAccount"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[644,1535][807,1586]"" /></node></node>","['#FF0000', '#F1F1F1']"
com.polaz.fxcash,com.polaz.fxcashapp.TradingBillsActivity,Text contrast,com.polaz.fxcashapp:id/btnSignin,android.widget.Button,"<node index=""5"" text=""Вход"" resource-id=""com.polaz.fxcashapp:id/btnSignin"" class=""android.widget.Button"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1417][934,1522]"" />","['#357CAB', '#D4D4D4']"
com.polaz.fxcash,com.polaz.fxcashapp.TradingBillsActivity,Text contrast,com.polaz.fxcashapp:id/tvCreateAccount,android.widget.TextView,"<node index=""1"" text=""Создать&gt;"" resource-id=""com.polaz.fxcashapp:id/tvCreateAccount"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[644,1535][807,1586]"" /></node></node>","['#FF0000', '#F1F1F1']"
com.pascalfischer.myelly,com.pascalfischer.myelly.LoginView,Text contrast,com.pascalfischer.myelly:id/username_box,android.widget.EditText,"<node index=""1"" text=""Schülerausweis-Nummer"" resource-id=""com.pascalfischer.myelly:id/username_box"" class=""android.widget.EditText"" package=""com.pascalfischer.myelly"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[0,345][1080,447]"" />","['#808080', '#EDEDED']"
com.pascalfischer.myelly,com.pascalfischer.myelly.LoginView,Text contrast,com.pascalfischer.myelly:id/password_box,android.widget.EditText,"<node index=""2"" text=""Passwort"" resource-id=""com.pascalfischer.myelly:id/password_box"" class=""android.widget.EditText"" package=""com.pascalfischer.myelly"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""true"" selected=""false"" bounds=""[0,447][1080,549]"" />","['#808080', '#EFEFEF']"
org.mtransit.android.ca_ste_julie_omitsju_bus,org.mtransit.android.commons.ui.ModuleRedirectActivity,Text contrast,android:id/title,,[],"['#828282', '#FFFFFF']"
de.markusfisch.android.shadereditor,de.markusfisch.android.shadereditor.activity.MainActivity,Text contrast,"[157,146][247,189]",android.widget.TextView,"<node index=""2"" text=""45 fps"" resource-id="""" class=""android.widget.TextView"" package=""de.markusfisch.android.shadereditor"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[157,146][247,189]"" />","['#BCD8D1', '#207F66']"
com.diary.superdiary,com.diary.superdiary.addnewrecord,Text contrast,com.diary.superdiary:id/editText1,android.widget.EditText,"<node index=""2"" text=""Type Here"" resource-id=""com.diary.superdiary:id/editText1"" class=""android.widget.EditText"" package=""com.diary.superdiary"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[146,426][934,1424]"" /></node></node></node></node></hierarchy>","['#808080', '#373737']"
com.diary.superdiary,com.diary.superdiary.MainActivity,Text contrast,com.diary.superdiary:id/textView3,android.widget.TextView,"<node index=""0"" text=""Set Your First Time Password Here.This Password Will Be Using When You Opening Your Diary Here After"" resource-id=""com.diary.superdiary:id/textView3"" class=""android.widget.TextView"" package=""com.diary.superdiary"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[13,205][1067,378]"" />","['#64B801', '#434343']"
com.diary.superdiary,com.diary.superdiary.MainActivity,Text contrast,com.diary.superdiary:id/textView2,android.widget.TextView,"<node index=""1"" text=""New Password"" resource-id=""com.diary.superdiary:id/textView2"" class=""android.widget.TextView"" package=""com.diary.superdiary"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[13,475][401,553]"" />","['#64B801', '#3F3F3F']"
com.diary.superdiary,com.diary.superdiary.MainActivity,Text contrast,com.diary.superdiary:id/password,android.widget.EditText,"<node index=""2"" text=""Type Password Here"" resource-id=""com.diary.superdiary:id/password"" class=""android.widget.EditText"" package=""com.diary.superdiary"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""true"" selected=""false"" bounds=""[13,648][1067,750]"" />","['#0099CC', '#3B3B3B']"
com.diary.superdiary,com.diary.superdiary.passwordchange,Text contrast,com.diary.superdiary:id/textView3,android.widget.TextView,"<node index=""0"" text=""Set Your First Time Password Here.This Password Will Be Using When You Opening Your Diary Here After"" resource-id=""com.diary.superdiary:id/textView3"" class=""android.widget.TextView"" package=""com.diary.superdiary"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[13,205][1067,378]"" />","['#64B801', '#434343']"
com.diary.superdiary,com.diary.superdiary.passwordchange,Text contrast,com.diary.superdiary:id/textView2,android.widget.TextView,"<node index=""1"" text=""New Password"" resource-id=""com.diary.superdiary:id/textView2"" class=""android.widget.TextView"" package=""com.diary.superdiary"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[13,475][401,553]"" />","['#64B801', '#3F3F3F']"
com.diary.superdiary,com.diary.superdiary.passwordchange,Text contrast,com.diary.superdiary:id/password,android.widget.EditText,"<node index=""2"" text=""Type Password Here"" resource-id=""com.diary.superdiary:id/password"" class=""android.widget.EditText"" package=""com.diary.superdiary"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""true"" selected=""false"" bounds=""[13,648][1067,750]"" />","['#0099CC', '#3B3B3B']"
com.diary.superdiary,com.diary.superdiary.editdata,Text contrast,com.diary.superdiary:id/note,android.widget.EditText,"<node index=""2"" text=""Type Here"" resource-id=""com.diary.superdiary:id/note"" class=""android.widget.EditText"" package=""com.diary.superdiary"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[146,426][934,1424]"" /></node></node></node></node></hierarchy>","['#808080', '#373737']"
com.sparky.ptisongs,com.sparky.ptisongs.CategoryItem,Text contrast,android:id/alertTitle,android.widget.TextView,"<node index=""1"" text=""Server Connection Error"" resource-id=""android:id/alertTitle"" class=""android.widget.TextView"" package=""com.sparky.ptisongs"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[259,746][968,809]"" /></node>","['#33B5E5', '#F5F5F5']"
com.sparky.ptisongs,com.sparky.ptisongs.SplashActivity,Text contrast,android:id/alertTitle,android.widget.TextView,"<node index=""1"" text=""Server Connection Error"" resource-id=""android:id/alertTitle"" class=""android.widget.TextView"" package=""com.sparky.ptisongs"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[259,746][968,809]"" /></node>","['#33B5E5', '#F5F5F5']"
com.sparky.ptisongs,com.sparky.ptisongs.MainActivity,Text contrast,android:id/alertTitle,android.widget.TextView,"<node index=""1"" text=""Server Connection Error"" resource-id=""android:id/alertTitle"" class=""android.widget.TextView"" package=""com.sparky.ptisongs"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[259,746][968,809]"" /></node>","['#33B5E5', '#F5F5F5']"
cz.okhelp.german_czech_phrases,cz.okhelp.german_czech_phrases.PreferencesLib,Text contrast,android:id/title,android.widget.TextView,"<node index=""0"" text=""Czech Germany Phrases"" resource-id=""android:id/title"" class=""android.widget.TextView"" package=""cz.okhelp.german_czech_phrases"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[11,64][1069,125]"" /></node>","['#FFFFFF', '#828282']"
cz.okhelp.german_czech_phrases,cz.okhelp.german_czech_phrases.MainPsc,Text contrast,android:id/title,android.widget.TextView,"<node index=""0"" text=""Czech Germany Phrases"" resource-id=""android:id/title"" class=""android.widget.TextView"" package=""cz.okhelp.german_czech_phrases"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[11,64][1069,125]"" /></node>","['#FFFFFF', '#828282']"
com.darsh.galleryorganizer2,com.darsh.galleryorganizer2.activities.CollectionActivity,Image contrast,com.darsh.galleryorganizer2:id/floating_action_button,android.widget.ImageView,"<node NAF=""true"" index=""2"" text="""" resource-id=""com.darsh.galleryorganizer2:id/floating_action_button"" class=""android.widget.ImageView"" package=""com.darsh.galleryorganizer2"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[891,1605][1038,1752]"" /></node></node></node></node></node></node></hierarchy>","['#FAFAFA', '#4CAF50']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.BeneficiariesActivity,Text contrast,"[147,505][879,568]",android.widget.TextView,"<node index=""0"" text=""Identifiez-vous"" resource-id="""" class=""android.widget.TextView"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[147,505][879,568]"" />","['#7997CB', '#FFFFFF']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.CardDetailsActivity,Text contrast,"[147,505][879,568]",android.widget.TextView,"<node index=""0"" text=""Identifiez-vous"" resource-id="""" class=""android.widget.TextView"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[147,505][879,568]"" />","['#7997CB', '#FFFFFF']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.LoansActivity,Text contrast,"[147,505][879,568]",android.widget.TextView,"<node index=""0"" text=""Identifiez-vous"" resource-id="""" class=""android.widget.TextView"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[147,505][879,568]"" />","['#7997CB', '#FFFFFF']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.TransfersListActivity,Text contrast,android:id/button1,android.widget.Button,"<node index=""2"" text=""Ok"" resource-id=""android:id/button1"" class=""android.widget.Button"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[324,1055][760,1181]"" /></node></node></node></node></node></node></hierarchy>","['#848484', '#DCDCDC']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.MoreInfosActivity,Text contrast,"[147,505][879,568]",android.widget.TextView,"<node index=""0"" text=""Identifiez-vous"" resource-id="""" class=""android.widget.TextView"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[147,505][879,568]"" />","['#7997CB', '#FFFFFF']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.HomeActivity,Text contrast,"[147,505][879,568]",android.widget.TextView,"<node index=""0"" text=""Identifiez-vous"" resource-id="""" class=""android.widget.TextView"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[147,505][879,568]"" />","['#7997CB', '#FFFFFF']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.AccountsListActivity,Text contrast,"[147,505][879,568]",android.widget.TextView,"<node index=""0"" text=""Identifiez-vous"" resource-id="""" class=""android.widget.TextView"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[147,505][879,568]"" />","['#7997CB', '#FFFFFF']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.RejectedOperationsActivity,Text contrast,"[147,505][879,568]",android.widget.TextView,"<node index=""0"" text=""Identifiez-vous"" resource-id="""" class=""android.widget.TextView"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[147,505][879,568]"" />","['#7997CB', '#FFFFFF']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.IncomingOperationsActivity,Text contrast,"[147,505][879,568]",android.widget.TextView,"<node index=""0"" text=""Identifiez-vous"" resource-id="""" class=""android.widget.TextView"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[147,505][879,568]"" />","['#7997CB', '#FFFFFF']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.EmergencyServicesActivity,Text contrast,"[171,472][908,511]",android.widget.TextView,"<node index=""0"" text=""Depuis la France métropolitaine ou les DOM appelez au :"" resource-id="""" class=""android.widget.TextView"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[171,472][908,511]"" />","['#6C98C4', '#2B4D94']"
com.fullsix.android.labanquepostale.accountaccess,com.fullsix.android.labanquepostale.accountaccess.activities.EmergencyServicesActivity,Text contrast,com.fullsix.android.labanquepostale.accountaccess:id/credit_card_call_france_button,android.widget.Button,"<node index=""1"" text=""0 825 809 803 *"" resource-id=""com.fullsix.android.labanquepostale.accountaccess:id/credit_card_call_france_button"" class=""android.widget.Button"" package=""com.fullsix.android.labanquepostale.accountaccess"" content-desc=""Depuis la France métropolitaine ou les DOM appelez au 0 825 809 803"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[182,529][898,645]"" />","['#92DC19', '#3CB01A']"
