apk_name,active_name,contrast_type,id_or_bounds,raletive_class,raletive_xml,color_info
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Text contrast,"[955,247][1080,298]",android.widget.TextView,"<node index=""0"" text=""RANDOM"" resource-id="""" class=""android.widget.TextView"" package=""com.galaxy.funnyappforu"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[955,247][1080,298]"" /></node></node></node></node></node>","['#9EE1FF', '#3DC2FF']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Image contrast,"[0,63][147,210]",android.widget.ImageButton,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ImageButton"" package=""com.galaxy.funnyappforu"" content-desc=""Open navigation drawer"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,63][147,210]"" />","['#FFFFFF', '#3DC2FF']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Image contrast,com.galaxy.funnyappforu:id/img_wallpaper,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.galaxy.funnyappforu:id/img_wallpaper"" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[720,1416][1080,1794]"" />","['#4A96BA', '#82B2C9']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Image contrast,"[109,535][251,677]",android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[109,535][251,677]"" /></node></node></node></node>","['#9A7D79', '#8C6F6B']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Image contrast,"[469,535][611,677]",android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[469,535][611,677]"" /></node></node></node></node>","['#A295B1', '#DFD3E1']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Image contrast,com.galaxy.funnyappforu:id/img_wallpaper,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.galaxy.funnyappforu:id/img_wallpaper"" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,336][360,876]"" />","['#575757', '#000000']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Image contrast,com.galaxy.funnyappforu:id/img_wallpaper,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.galaxy.funnyappforu:id/img_wallpaper"" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[360,336][720,876]"" />","['#774635', '#000200']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Image contrast,"[829,1075][971,1217]",android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[829,1075][971,1217]"" /></node></node></node></node>","['#563B2D', '#010101']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Image contrast,com.galaxy.funnyappforu:id/img_wallpaper,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.galaxy.funnyappforu:id/img_wallpaper"" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,336][360,876]"" />","['#79A0CB', '#44689C']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivitySplash,Image contrast,"[469,1615][611,1757]",android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[469,1615][611,1757]"" /></node></node></node></node>","['#779AC4', '#4A6BA0']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Text contrast,"[189,101][450,172]",android.widget.TextView,"<node index=""1"" text=""Galaxy s20"" resource-id="""" class=""android.widget.TextView"" package=""com.galaxy.funnyappforu"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[189,101][450,172]"" />","['#FFFFFF', '#3DC2FF']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Text contrast,"[32,247][218,298]",android.widget.TextView,"<node index=""0"" text=""CATEGORY"" resource-id="""" class=""android.widget.TextView"" package=""com.galaxy.funnyappforu"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[32,247][218,298]"" /></node>","['#9EE1FF', '#3DC2FF']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Text contrast,"[282,247][419,298]",android.widget.TextView,"<node index=""0"" text=""RECENT"" resource-id="""" class=""android.widget.TextView"" package=""com.galaxy.funnyappforu"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""true"" bounds=""[282,247][419,298]"" /></node>","['#FFFFFF', '#3DC2FF']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Text contrast,"[483,247][661,298]",android.widget.TextView,"<node index=""0"" text=""FEATURED"" resource-id="""" class=""android.widget.TextView"" package=""com.galaxy.funnyappforu"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[483,247][661,298]"" /></node>","['#9EE1FF', '#3DC2FF']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Text contrast,"[725,247][891,298]",android.widget.TextView,"<node index=""0"" text=""POPULAR"" resource-id="""" class=""android.widget.TextView"" package=""com.galaxy.funnyappforu"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[725,247][891,298]"" /></node>","['#9EE1FF', '#3DC2FF']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Text contrast,"[955,247][1080,298]",android.widget.TextView,"<node index=""0"" text=""RANDOM"" resource-id="""" class=""android.widget.TextView"" package=""com.galaxy.funnyappforu"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[955,247][1080,298]"" /></node></node></node></node></node>","['#9EE1FF', '#3DC2FF']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Image contrast,"[0,63][147,210]",android.widget.ImageButton,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ImageButton"" package=""com.galaxy.funnyappforu"" content-desc=""Open navigation drawer"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,63][147,210]"" />","['#FFFFFF', '#3DC2FF']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Image contrast,com.galaxy.funnyappforu:id/img_wallpaper,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.galaxy.funnyappforu:id/img_wallpaper"" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[720,1416][1080,1794]"" />","['#4A96BA', '#82B2C9']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Image contrast,"[109,535][251,677]",android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[109,535][251,677]"" /></node></node></node></node>","['#9A7D79', '#8C6F6B']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Image contrast,"[469,535][611,677]",android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[469,535][611,677]"" /></node></node></node></node>","['#A295B1', '#DFD3E1']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Image contrast,com.galaxy.funnyappforu:id/img_wallpaper,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.galaxy.funnyappforu:id/img_wallpaper"" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,336][360,876]"" />","['#575757', '#000000']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Image contrast,com.galaxy.funnyappforu:id/img_wallpaper,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.galaxy.funnyappforu:id/img_wallpaper"" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[360,336][720,876]"" />","['#774635', '#000200']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Image contrast,"[829,1075][971,1217]",android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[829,1075][971,1217]"" /></node></node></node></node>","['#563B2D', '#010101']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Image contrast,com.galaxy.funnyappforu:id/img_wallpaper,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.galaxy.funnyappforu:id/img_wallpaper"" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,336][360,876]"" />","['#79A0CB', '#44689C']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.MainActivity,Image contrast,"[469,1615][611,1757]",android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.galaxy.funnyappforu"" content-desc=""desc"" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[469,1615][611,1757]"" /></node></node></node></node>","['#779AC4', '#4A6BA0']"
com.galaxy.funnyappforu,com.galaxy.funnyappforu.activities.ActivityCategoryDetail,Image contrast,"[0,63][147,210]",android.widget.ImageButton,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ImageButton"" package=""com.galaxy.funnyappforu"" content-desc=""Navigate up"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,63][147,210]"" />","['#FFFFFF', '#3DC2FF']"
com.launcher.theme.t211824962,com.ksmobile.launcher.theme.base.YIWMTNACMQTOJRPYNCZKKZ,Text contrast,com.launcher.theme.t211824962:id/dt,android.widget.TextView,"<node index=""0"" text=""Data collcection"" resource-id=""com.launcher.theme.t211824962:id/dt"" class=""android.widget.TextView"" package=""com.launcher.theme.t211824962"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,63][1080,194]"" /></node></node>","['#FFFFFF', '#4480F7']"
com.launcher.theme.t211824962,com.ksmobile.launcher.theme.ICSGUCGLELSUMJWVLPCLVLLN,Text contrast,com.launcher.theme.t211824962:id/dq,android.widget.TextView,"<node index=""1"" text=""Click to install CM Launcher to apply this theme."" resource-id=""com.launcher.theme.t211824962:id/dq"" class=""android.widget.TextView"" package=""com.launcher.theme.t211824962"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[79,1547][1001,1600]"" />","['#D7DFD7', '#61A563']"
com.launcher.theme.t211824962,com.ksmobile.launcher.theme.ICSGUCGLELSUMJWVLPCLVLLN,Text contrast,com.launcher.theme.t211824962:id/d1,android.widget.TextView,"<node index=""2"" text=""Install"" resource-id=""com.launcher.theme.t211824962:id/d1"" class=""android.widget.TextView"" package=""com.launcher.theme.t211824962"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[79,1626][1001,1752]"" /></node></node></node></node></node></node></hierarchy>","['#AFD1B1', '#60A463']"
com.launcher.theme.t211824962,com.ksmobile.launcher.theme.base.result.QTVCUHEOSMZCUZDPGKT,Text contrast,"[393,104][747,157]",android.widget.TextView,"<node index=""1"" text=""Applied successfully"" resource-id="""" class=""android.widget.TextView"" package=""com.launcher.theme.t211824962"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[393,104][747,157]"" /></node></node>","['#FFFFFF', '#06C08E']"
com.launcher.theme.t211824962,com.ksmobile.launcher.theme.base.result.QTVCUHEOSMZCUZDPGKT,Text contrast,"[310,411][769,464]",android.widget.TextView,"<node index=""1"" text=""Failed to load, click to retry"" resource-id="""" class=""android.widget.TextView"" package=""com.launcher.theme.t211824962"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[310,411][769,464]"" /></node></node></node></node></node></node></node></hierarchy>","['#929292', '#FFFFFF']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen6,Text contrast,"[5,68][144,119]",android.widget.TextView,"<node index=""0"" text=""Step 3/4"" resource-id="""" class=""android.widget.TextView"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[5,68][144,119]"" />","['#635ABC', '#F00717']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen6,Text contrast,"[899,68][1075,119]",android.widget.TextView,"<node index=""2"" text=""Next Step"" resource-id="""" class=""android.widget.TextView"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[899,68][1075,119]"" /></node></node>","['#3FA9B7', '#0837EE']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen8,Text contrast,"[5,225][1075,314]",android.widget.TextView,"<node index=""1"" text=""Now Your Loan Eligibility"" resource-id="""" class=""android.widget.TextView"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[5,225][1075,314]"" />","['#3679EC', '#04F41E']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen8,Text contrast,"[443,1008][629,1097]",android.widget.CheckBox,"<node index=""1"" text=""NO"" resource-id="""" class=""android.widget.CheckBox"" package=""com.cash.raza"" content-desc="""" checkable=""true"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[443,1008][629,1097]"" /></node></node>","['#44BCA1', '#F50870']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen8,Text contrast,"[443,909][636,998]",android.widget.CheckBox,"<node index=""0"" text=""Yes"" resource-id="""" class=""android.widget.CheckBox"" package=""com.cash.raza"" content-desc="""" checkable=""true"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[443,909][636,998]"" />","['#44BCA1', '#0837EE']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen1,Text contrast,"[233,451][847,522]",android.widget.TextView,"<node index=""1"" text=""Enter Your Mobile Number"" resource-id="""" class=""android.widget.TextView"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[233,451][847,522]"" />","['#FFFFFF', '#FFFFFF']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen1,Text contrast,"[271,1357][809,1513]",android.widget.Button,"<node index=""6"" text=""LOGIN"" resource-id="""" class=""android.widget.Button"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[271,1357][809,1513]"" /></node></node></node></node></node></node></node></node></node></node></node></hierarchy>","['#FFFFFF', '#EF1B0E']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen5,Text contrast,"[5,68][142,117]",android.widget.TextView,"<node index=""0"" text=""Step 2/4"" resource-id="""" class=""android.widget.TextView"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[5,68][142,117]"" />","['#7C4CC2', '#F50870']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen5,Text contrast,"[919,68][1075,117]",android.widget.TextView,"<node index=""2"" text=""Next Step"" resource-id="""" class=""android.widget.TextView"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[919,68][1075,117]"" /></node></node>","['#3FA9B7', '#173EF0']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen5,Text contrast,"[147,142][932,210]",android.widget.TextView,"<node index=""1"" text=""Work And Address Information"" resource-id="""" class=""android.widget.TextView"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[147,142][932,210]"" />","['#3885E1', '#FADE0B']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen5,Text contrast,"[48,629][1032,755]",android.widget.EditText,"<node index=""0"" text=""Company Name"" resource-id="""" class=""android.widget.EditText"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[48,629][1032,755]"" /></node></node></node>","['#F10817', '#FFFFFF']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen5,Text contrast,"[53,838][94,944]",android.widget.TextView,"<node index=""0"" text=""₹"" resource-id="""" class=""android.widget.TextView"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[53,838][94,944]"" />","['#F10817', '#FFFFFF']"
com.cash.raz,io.kodular.mdshahruk7079.cashraza.Screen5,Text contrast,"[99,833][1032,959]",android.widget.EditText,"<node index=""1"" text=""Monthly Income/Salary"" resource-id="""" class=""android.widget.EditText"" package=""com.cash.raza"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[99,833][1032,959]"" /></node></node></node></node></node>","['#F10817', '#FFFFFF']"
