apk_name,active_name,raletive_class,raletive_xml
de.p72b.bonitur,de.p72b.bonitur.ActivityMain,android.support.v7.widget.LinearLayoutCompat,"<node index=""0"" text="""" resource-id="""" class=""android.support.v7.widget.LinearLayoutCompat"" package=""de.p72b.bonitur"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,210][1080,336]"">"
de.p72b.bonitur,de.p72b.bonitur.ActivityMain,android.support.v7.app.ActionBar$Tab,"<node index=""0"" text="""" resource-id="""" class=""android.support.v7.app.ActionBar$Tab"" package=""de.p72b.bonitur"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""true"" bounds=""[3,210][361,336]"">"
de.p72b.bonitur,de.p72b.bonitur.ActivityMain,android.widget.TextView,"<node index=""0"" text=""FILE"" resource-id="""" class=""android.widget.TextView"" package=""de.p72b.bonitur"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""true"" bounds=""[146,210][217,336]"" /></node>"
de.p72b.bonitur,de.p72b.bonitur.ActivityMain,android.support.v7.app.ActionBar$Tab,"<node index=""1"" text="""" resource-id="""" class=""android.support.v7.app.ActionBar$Tab"" package=""de.p72b.bonitur"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[364,210][722,336]"">"
de.p72b.bonitur,de.p72b.bonitur.ActivityMain,android.widget.TextView,"<node index=""0"" text=""TEMPLATE"" resource-id="""" class=""android.widget.TextView"" package=""de.p72b.bonitur"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[450,210][635,336]"" /></node>"
de.p72b.bonitur,de.p72b.bonitur.ActivityMain,android.support.v7.app.ActionBar$Tab,"<node index=""2"" text="""" resource-id="""" class=""android.support.v7.app.ActionBar$Tab"" package=""de.p72b.bonitur"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[725,210][1080,336]"">"
de.p72b.bonitur,de.p72b.bonitur.ActivityMain,android.widget.TextView,"<node index=""0"" text=""EXPORT"" resource-id="""" class=""android.widget.TextView"" package=""de.p72b.bonitur"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[835,210][973,336]"" /></node></node></node></node>"
de.p72b.bonitur,de.p72b.bonitur.ActivityMain,android.support.v4.view.ViewPager,"<node index=""0"" text="""" resource-id=""de.p72b.bonitur:id/pager"" class=""android.support.v4.view.ViewPager"" package=""de.p72b.bonitur"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""true"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,336][1080,1794]"">"
de.p72b.bonitur,de.p72b.bonitur.ActivityMain,android.widget.ImageView,"<node index=""1"" text="""" resource-id=""de.p72b.bonitur:id/imageViewFileListBackground"" class=""android.widget.ImageView"" package=""de.p72b.bonitur"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[315,675][764,1455]"" /></node></node></node></node></node></node></node></node></hierarchy>"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""android:id/home"" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[32,84][110,168]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.TextView,"<node index=""0"" text=""FxCash"" resource-id=""android:id/action_bar_title"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[121,72][277,135]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.TextView,"<node index=""1"" text=""Вход в кабинет"" resource-id=""android:id/action_bar_subtitle"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[121,128][382,179]"" /></node></node></node></node>"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.ScrollView,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ScrollView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,189][1080,1794]"">"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[441,436][638,633]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.TextView,"<node index=""0"" text=""Введите имя пользователя:"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,880][934,995]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.EditText,"<node NAF=""true"" index=""0"" text="""" resource-id=""com.polaz.fxcashapp:id/etLogin"" class=""android.widget.EditText"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[159,1022][921,1073]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[198,1021][251,1074]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.TextView,"<node index=""2"" text=""Введите пароль:"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1100][934,1215]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.EditText,"<node NAF=""true"" index=""0"" text="""" resource-id=""com.polaz.fxcashapp:id/etPassword"" class=""android.widget.EditText"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""true"" selected=""false"" bounds=""[159,1242][921,1293]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[198,1241][251,1294]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.CheckBox,"<node index=""0"" text=""Запомнить меня"" resource-id=""com.polaz.fxcashapp:id/chbxSavePassword"" class=""android.widget.CheckBox"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""true"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1320][934,1404]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.PersonalInfoActivity,android.widget.TextView,"<node index=""0"" text=""Нет учетной записи?"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[272,1535][631,1586]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""android:id/home"" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[32,84][110,168]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.TextView,"<node index=""0"" text=""FxCash"" resource-id=""android:id/action_bar_title"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[121,72][277,135]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.TextView,"<node index=""1"" text=""Вход в кабинет"" resource-id=""android:id/action_bar_subtitle"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[121,128][382,179]"" /></node></node></node></node>"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.ScrollView,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ScrollView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,189][1080,1794]"">"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[441,436][638,633]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.TextView,"<node index=""0"" text=""Введите имя пользователя:"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,880][934,995]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.EditText,"<node NAF=""true"" index=""0"" text="""" resource-id=""com.polaz.fxcashapp:id/etLogin"" class=""android.widget.EditText"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[159,1022][921,1073]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[198,1021][251,1074]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.TextView,"<node index=""2"" text=""Введите пароль:"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1100][934,1215]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.EditText,"<node NAF=""true"" index=""0"" text="""" resource-id=""com.polaz.fxcashapp:id/etPassword"" class=""android.widget.EditText"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""true"" selected=""false"" bounds=""[159,1242][921,1293]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[198,1241][251,1294]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.CheckBox,"<node index=""0"" text=""Запомнить меня"" resource-id=""com.polaz.fxcashapp:id/chbxSavePassword"" class=""android.widget.CheckBox"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""true"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1320][934,1404]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.NewsActivity,android.widget.TextView,"<node index=""0"" text=""Нет учетной записи?"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[272,1535][631,1586]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""android:id/home"" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[32,84][110,168]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.TextView,"<node index=""0"" text=""FxCash"" resource-id=""android:id/action_bar_title"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[121,72][277,135]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.TextView,"<node index=""1"" text=""Вход в кабинет"" resource-id=""android:id/action_bar_subtitle"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[121,128][382,179]"" /></node></node></node></node>"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.ScrollView,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ScrollView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,189][1080,1794]"">"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[441,436][638,633]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.TextView,"<node index=""0"" text=""Введите имя пользователя:"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,880][934,995]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.EditText,"<node NAF=""true"" index=""0"" text="""" resource-id=""com.polaz.fxcashapp:id/etLogin"" class=""android.widget.EditText"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[159,1022][921,1073]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[198,1021][251,1074]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.TextView,"<node index=""2"" text=""Введите пароль:"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1100][934,1215]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.EditText,"<node NAF=""true"" index=""0"" text="""" resource-id=""com.polaz.fxcashapp:id/etPassword"" class=""android.widget.EditText"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""true"" selected=""false"" bounds=""[159,1242][921,1293]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.ImageView,"<node index=""1"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[198,1241][251,1294]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.CheckBox,"<node index=""0"" text=""Запомнить меня"" resource-id=""com.polaz.fxcashapp:id/chbxSavePassword"" class=""android.widget.CheckBox"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""true"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,1320][934,1404]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.SupportActivity,android.widget.TextView,"<node index=""0"" text=""Нет учетной записи?"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[272,1535][631,1586]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.MenuActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""android:id/home"" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[32,84][110,168]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.MenuActivity,android.widget.TextView,"<node index=""0"" text=""FxCash"" resource-id=""android:id/action_bar_title"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[121,72][277,135]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.MenuActivity,android.widget.TextView,"<node index=""1"" text=""Вход в кабинет"" resource-id=""android:id/action_bar_subtitle"" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[121,128][382,179]"" /></node></node></node></node>"
com.polaz.fxcash,com.polaz.fxcashapp.MenuActivity,android.widget.ScrollView,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ScrollView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,189][1080,1794]"">"
com.polaz.fxcash,com.polaz.fxcashapp.MenuActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id="""" class=""android.widget.ImageView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[441,436][638,633]"" /></node>"
com.polaz.fxcash,com.polaz.fxcashapp.MenuActivity,android.widget.TextView,"<node index=""0"" text=""Введите имя пользователя:"" resource-id="""" class=""android.widget.TextView"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[146,880][934,995]"" />"
com.polaz.fxcash,com.polaz.fxcashapp.MenuActivity,android.widget.EditText,"<node NAF=""true"" index=""0"" text="""" resource-id=""com.polaz.fxcashapp:id/etLogin"" class=""android.widget.EditText"" package=""com.polaz.fxcashapp"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[159,1022][921,1073]"" />"
